Species	Core kmers	Mean Kmers	Kmers Std Dev	Min Kmers	Max Kmers	Available Genomes	Used Genomes
Cytobacillus horneckiae	9336	10703	220	10471	10998	3	3
Cytobacillus kochii	5941	9704	246	9543	10128	4	4
Cytobacillus oceanisediminis_B	7207	11024	316	10498	11503	8	8
Cytobacillus oceanisediminis_D	9819	10721	295	10426	11016	2	2
Cytobacillus praedii	8731	9944	159	9785	10103	2	2
Cytobacillus solani	8710	10024	190	9819	10292	4	4
Cytophaga hutchinsonii	4935	4939	4	4935	4943	2	2
Dactylopiibacterium aquaticum	3199	6004	142	5862	6146	2	2
Defluviitalea_A raffinosedens	4500	5022	66	4956	5088	2	2
Dehalobacter restrictus	2740	6365	157	6052	6532	6	6
Dehalobacterium formicoaceticum	5674	6674	16	6657	6690	2	2
Dehalococcoides mccartyi	154	2370	127	2179	2685	17	17
Dehalogenimonas alkenigignens	3510	4208	184	4024	4392	2	2
Deinococcus actinosclerus	2813	6315	964	5007	7304	3	3
Deinococcus ficus	2645	5462	766	4141	5969	4	4
Deinococcus fonticola	4037	7337	128	7209	7465	2	2
Deinococcus geothermalis	2483	4246	106	4141	4392	3	3
Deinococcus grandis	2197	6464	219	6155	6803	5	5
Deinococcus indicus	5580	6754	52	6702	6805	2	2
Deinococcus metallilatus	4701	5230	190	5017	5481	4	4
Deinococcus murrayi	3107	4308	36	4272	4345	2	2
Deinococcus radiodurans	4997	5030	1	5029	5031	3	3
Deinococcus radiopugnans	2992	5952	628	4892	6538	4	4
Deinococcus seoulensis	4718	7046	150	6897	7196	2	2
Deinococcus soli	4005	6490	1362	5128	7851	2	2
Deinococcus wulumuqiensis	5141	5234	80	5154	5313	2	2
Dellaglioa algida	1676	3667	122	3509	3813	4	4
Demequina mangrovi	4782	4785	3	4782	4788	2	2
Demequina maris	2600	4643	133	4511	4824	3	3
Demequina rhizosphaerae	3367	4872	48	4806	4917	3	3
Denitratisoma oestradiolicum	7086	7158	70	7088	7227	2	2
Denitrobacterium detoxificans	5338	5352	10	5342	5363	2	2
Dermabacter hominis	2223	4270	344	3926	4613	2	2
Dermacoccus abyssi	3478	7100	76	6986	7229	8	8
Dermacoccus nishinomiyaensis	4355	8114	86	7889	8242	16	16
Dermatophilus congolensis	5214	5413	28	5376	5441	4	4
Desemzia incerta	2774	4983	207	4698	5181	3	3
Desulfatibacillum aliphaticivorans	9440	13448	72	13376	13521	2	2
Desulfitobacterium hafniense	4754	10413	497	9592	11123	6	6
Desulfobacter hydrogenophilus	11212	11221	9	11212	11230	2	2
Desulfobacula toluolica	6721	10542	46	10496	10589	2	2
Desulfococcus multivorans	10762	10817	20	10783	10833	4	4
Desulfocurvibacter africanus	4055	8628	303	8280	9019	3	3
Desulfofundulus australicus	1631	3549	179	3316	3751	3	3
Desulfofundulus kuznetsovii	2904	4808	82	4726	4889	2	2
Desulfoluna spongiiphila	11251	13613	115	13498	13728	2	2
Desulfolutivibrio sulfodismutans	8704	8740	26	8713	8766	2	2
Desulfolutivibrio sulfoxidireducens	7242	8192	112	8080	8305	2	2
Desulfomicrobium macestii	8428	11412	72	11340	11485	2	2
Desulforudis audaxviator	2528	2608	70	2537	2678	2	2
Desulfosarcina ovata	9147	14956	720	14235	15676	2	2
Desulfosporosinus acididurans	4943	8596	348	8248	8943	2	2
Desulfotomaculum hydrothermale	3909	3942	6	3936	3948	2	2
Desulfotomaculum nigrificans	3719	4578	166	4412	4745	2	2
Desulfovibrio alaskensis	7704	8720	96	8625	8816	2	2
Desulfovibrio desulfuricans	2842	6571	157	6364	6793	8	8
Desulfovibrio fairfieldensis	3940	6621	266	6271	7053	6	6
Desulfovibrio gigas	6878	6922	10	6912	6931	2	2
Desulfovibrio hydrothermalis	7109	7154	33	7121	7187	2	2
Desulfovibrio legallii	4233	4676	20	4648	4690	3	3
Desulfovibrio vulgaris	8432	10034	112	9878	10136	3	3
Desulfurella acetivorans	1288	1596	22	1574	1617	2	2
Desulfurobacterium thermolithotrophum	826	1492	28	1464	1520	2	2
Desulfuromonas acetoxidans	8434	8605	20	8575	8630	4	4
Dethiosulfovibrio russensis	4690	4696	4	4690	4699	3	3
Devosia indica	9402	9413	11	9402	9424	2	2
Devosia limi	10802	10837	13	10824	10850	2	2
Devosia psychrophila	10381	10559	175	10384	10734	2	2
Devosia subaequoris	8659	8680	12	8668	8693	2	2
Dialister hominis	5919	6508	24	6484	6531	2	2
Dialister invisus	3209	4606	138	4469	4744	2	2
Dialister micraerophilus	1388	2079	127	1952	2206	2	2
Diaphorobacter nitroreducens	2234	5622	446	4952	6249	9	9
Dichelobacter nodosus	2180	2326	74	2251	2400	2	2
Dickeya aquatica	10223	10460	67	10366	10510	3	3
Dickeya chrysanthemi	4930	10390	178	10104	10588	4	4
Dickeya dadantii	5053	10153	141	9918	10289	4	4
Dickeya dianthicola	8498	10226	180	10067	10447	5	5
Dickeya fangzhongdai	4625	10812	170	10575	11160	15	15
Dickeya solani	8732	10570	123	10432	10933	11	11
Dickeya zeae	2760	11038	207	10694	11272	10	10
Dictyoglomus thermophilum	1324	1651	1	1650	1652	2	2
Dielma fastidiosa	5402	7148	101	7089	7323	4	4
Dietzia cinnamea	2871	5532	48	5485	5580	2	2
Dietzia maris	1839	6020	277	5511	6399	13	13
Dietzia natronolimnaea_A	3507	5820	122	5699	5942	2	2
Dietzia psychralcaliphila	4236	5916	312	5581	6410	4	4
Dietzia timorensis	6280	6408	58	6350	6465	2	2
Dinoroseobacter shibae	8050	8187	97	8050	8256	3	3
Diplocloster agilis	7857	10920	221	10618	11140	3	3
Diplocloster modestus	9585	10524	6	10518	10531	2	2
Dissulfurirhabdus thermomarina	3116	3183	62	3121	3245	2	2
Dokdonella_A fugitiva	4320	4880	72	4809	4952	2	2
Dokdonia donghaensis	2619	4904	42	4869	4964	3	3
Dokdonia pacifica	8969	8978	8	8970	8985	2	2
Dolichospermum circinale	4266	6979	24	6955	7003	2	2
Dolosicoccus paucivorans	3746	4199	13	4183	4214	3	3
Dolosigranulum pigrum	1324	3992	95	3851	4305	30	30
Domibacillus aminovorans	5547	9231	221	8957	9533	4	4
Domibacillus enclensis	9319	9328	3	9324	9330	3	3
Domibacillus tundrae	6391	9188	991	8197	10179	2	2
Donghicola eburneus	8352	9960	222	9738	10183	2	2
Donghicola mangrovi	5430	9290	458	8833	9748	2	2
Dorea formicigenerans	3991	7008	393	6615	7401	2	2
Dorea_A longicatena	2860	6116	267	5489	6526	43	43
Draconibacterium orientale	4694	4710	0	4710	4711	2	2
Duganella alba	9788	9789	1	9788	9790	2	2
Duganella lactea	7154	9340	246	9093	9586	2	2
Duganella margarita	7665	10302	82	10221	10384	2	2
Duganella rivuli	4092	10067	280	9672	10270	3	3
Duganella sacchari	7796	11985	246	11739	12231	2	2
Duganella vulcania	4770	10024	826	9198	10850	2	2
Duganella vulcania subspecies 1	7453	9640	225	9251	9770	4	4
Duganella zoogloeoides	3552	8788	109	8642	8950	4	4
Duncaniella dubosii	6986	9978	496	9482	10473	2	2
Duncaniella muris	5733	9229	281	8927	9695	11	11
Dyadobacter beijingensis	9937	9940	2	9938	9943	2	2
Dyadobacter sediminis	11213	11236	12	11223	11248	2	2
Dyella japonica	8897	8925	27	8898	8952	2	2
Dyella jiangningensis_B	7957	7964	6	7958	7969	2	2
Dyella_B caseinilytica	9783	9792	6	9785	9798	2	2
Dysgonomonas capnocytophagoides	5630	6805	166	6639	6971	2	2
Dysgonomonas gadei	6047	8435	599	8012	9282	3	3
Dysgonomonas macrotermitis	6635	6642	0	6641	6642	2	2
Dysgonomonas mossii	5461	5469	7	5462	5476	2	2
Dysosmobacter avistercoris	4124	5978	45	5933	6023	2	2
Dysosmobacter faecalis	4895	6286	408	5877	6694	2	2
Dysosmobacter welbionis	4366	7343	395	6712	8075	6	6
Echinicola pacifica	9526	9538	8	9530	9547	2	2
Echinicola rosea	12285	12290	0	12289	12290	2	2
Ectothiorhodosinus mongolicus	4494	4494	0	4494	4495	2	2
Ectothiorhodospira haloalkaliphila	4937	7270	179	7049	7619	7	7
Ectothiorhodospira marina	4645	6985	21	6956	7000	3	3
Ectothiorhodospira mobilis_A	3235	4302	80	4222	4383	2	2
Edaphobacter lichenicola_A	6696	9050	174	8875	9224	2	2
Edwardsiella anguillarum	7763	8083	89	7946	8183	4	4
Edwardsiella hoshinae	6452	7303	70	7186	7357	4	4
Edwardsiella ictaluri	6347	6999	34	6954	7038	3	3
Edwardsiella tarda	4798	7267	139	7134	7506	5	5
Effusibacillus lacus	7730	7739	6	7733	7745	2	2
Eggerthella lenta	5678	6726	55	6671	6781	2	2
Eggerthia catenaformis	2686	3266	31	3235	3297	2	2
Egicoccus halophilus	3629	3634	2	3631	3636	2	2
Ehrlichia canis	1784	1821	5	1817	1830	5	5
Ehrlichia chaffeensis	1393	1705	79	1484	1744	9	9
Ehrlichia muris	975	1651	15	1636	1666	2	2
Ehrlichia ruminantium	1411	1997	19	1965	2016	4	4
Eikenella corrodens	920	1820	40	1779	1860	2	2
Eikenella longinqua	1491	1791	54	1737	1845	2	2
Eisenbergiella porci	4641	11560	449	10787	12090	7	7
Eisenbergiella tayi	4718	13705	441	12906	14525	17	17
Elizabethkingia anophelis	2067	5028	241	4430	5352	18	18
Elizabethkingia bruuniana	3459	5439	164	5230	5697	9	9
Elizabethkingia meningoseptica	5025	5092	29	5052	5117	3	3
Elizabethkingia miricola	1715	5315	194	4753	5624	24	24
Elizabethkingia ursingii	2143	5105	118	4962	5329	7	7
Elstera cyanobacteriorum	6101	6108	8	6101	6116	2	2
Emergencia timonensis	9328	11441	317	11050	11872	6	6
Empedobacter brevis	3289	5337	155	5089	5517	4	4
Empedobacter falsenii	1348	3586	208	3405	3992	5	5
Empedobacter stercoris	2374	3500	77	3398	3624	5	5
Endoriftia persephone	3159	5066	188	4842	5341	4	4
Endozoicomonas acroporae	10394	12304	16	12284	12322	3	3
Endozoicomonas ascidiicola	9124	11072	172	10901	11244	2	2
Endozoicomonas elysicola	13170	13184	10	13174	13195	2	2
Endozoicomonas montiporae	11467	11665	135	11530	11800	2	2
Enhydrobacter aerosaccus	4517	7942	164	7778	8105	2	2
Enorma massiliensis	1675	4196	108	3981	4319	7	7
Ensifer adhaerens	8631	16032	518	15220	17724	38	38
Enterenecus faecium	2303	5484	134	5322	5711	5	5
Enterobacter bugandensis	3537	9130	310	8425	10496	153	153
Enterobacter cancerogenus	5457	9467	310	8979	10228	18	18
Enterobacter chengduensis	8699	10371	400	9809	11126	17	17
Enterobacter chuandaensis	5027	8721	963	7209	9501	7	7
Enterobacter dykesii	7041	9000	148	8851	9148	2	2
Enterobacter huaxiensis	7196	9607	144	9424	9828	4	4
Enterobacter kobei	5634	10334	504	9496	11972	241	241
Enterobacter ludwigii	5114	10625	506	9936	12222	100	100
Enterobacter mori	4388	9902	454	9242	10798	25	25
Enterobacter oligotrophicus	6078	8446	350	8004	8845	5	5
Enterobacter quasimori	7788	9022	46	8976	9069	2	2
Enterobacter quasiroggenkampii	4196	9677	137	9421	9975	22	22
Enterobacter roggenkampii	3407	9820	476	7968	11415	308	308
Enterobacter sichuanensis	4712	10000	337	9559	10796	13	13
Enterobacter soli	5776	10245	476	9665	11207	6	6
Enterobacter vonholyi	6100	9165	258	8955	9528	3	3
Enterobacter wuhouensis	7229	9030	80	8950	9110	2	2
Enterobacter_B lignolyticus	7585	9380	170	9209	9550	2	2
Enterocloster aldenensis	9049	16988	603	16272	18438	9	9
Enterocloster asparagiformis	6224	8428	118	8313	8584	4	4
Enterocloster bolteae	8845	15893	155	15694	16097	7	7
Enterocloster citroniae	12239	14950	358	14591	15308	2	2
Enterocloster clostridioformis	11126	13773	401	13331	14388	9	9
Enterocloster lavalensis	5048	9125	253	8819	9589	5	5
Enterocloster pacaense	10903	18091	535	17287	19060	6	6
Enterococcus asini	4777	4779	2	4777	4781	2	2
Enterococcus avium	8470	8480	6	8473	8486	2	2
Enterococcus caccae	6195	6198	2	6195	6200	2	2
Enterococcus casseliflavus	2680	7442	165	7304	7799	8	8
Enterococcus cecorum	2182	4466	132	4189	4735	11	11
Enterococcus columbae	4238	4248	6	4239	4254	3	3
Enterococcus dispar	4986	4990	4	4986	4994	2	2
Enterococcus durans	4807	5707	107	5561	5847	6	6
Enterococcus faecalis	2783	5490	231	4909	6063	431	431
Enterococcus faecium	1472	5410	297	4226	6040	410	410
Enterococcus gallinarum	4250	6933	475	6367	7734	5	5
Enterococcus gilvus	8703	8710	7	8703	8717	2	2
Enterococcus haemoperoxidus	6213	6224	12	6213	6236	2	2
Enterococcus hirae	4010	5618	111	5493	5819	6	6
Enterococcus moraviensis	6438	6442	4	6438	6447	2	2
Enterococcus mundtii	2942	6524	254	6146	6943	5	5
Enterococcus pallens	9585	9594	8	9586	9602	2	2
Enterococcus phoeniculicola	7209	7211	1	7210	7212	2	2
Enterococcus plantarum	4251	5867	155	5656	6026	3	3
Enterococcus raffinosus	6963	8320	26	8284	8341	3	3
Enterococcus saccharolyticus	5659	5660	0	5659	5660	2	2
Enterococcus silesiacus	7096	7112	0	7112	7112	2	2
Enterococcus termitis	7475	7487	10	7477	7497	2	2
Enterococcus ureasiticus	3340	6374	78	6299	6482	3	3
Enterococcus ureilyticus	5489	6163	16	6140	6176	3	3
Enterococcus villorum	5768	5772	4	5768	5777	2	2
Enterococcus wangshanyuanii	7612	7625	9	7616	7634	2	2
Enterococcus_B thailandicus	3957	4984	204	4667	5221	6	6
Enterococcus_C songbeiensis	3864	4992	17	4980	5017	3	3
Enterococcus_G italicus	3459	5230	96	5117	5364	6	6
Enterococcus_I alcedinis	5578	5586	4	5581	5590	2	2
Enterovibrio calviensis	10246	13616	92	13504	13729	3	3
Enterovibrio indicus	7487	12520	118	12402	12638	2	2
Enterovibrio nigricans	11674	11781	9	11772	11790	2	2
Enterovibrio norvegicus	10450	12809	136	12699	13001	3	3
Entomoplasma ellychniae	682	1026	8	1019	1034	2	2
Eoetvoesia caeni	9514	9527	10	9517	9541	3	3
Epibacterium mobile	10126	10130	2	10128	10131	2	2
Epibacterium multivorans	9040	9082	6	9077	9088	2	2
Epibacterium ulvae	8128	8259	126	8133	8385	2	2
Epilithonimonas arachidiradicis	5638	5640	2	5638	5643	2	2
Epilithonimonas bovis	3529	5530	118	5412	5648	2	2
Epilithonimonas ginsengisoli	7452	7460	6	7453	7468	3	3
Epilithonimonas hominis	2486	4196	78	4118	4274	2	2
Epilithonimonas lactis	7378	7380	0	7380	7381	2	2
Eremococcus coleocola	3517	4275	96	4179	4371	2	2
Erwinia amylovora	5639	7429	77	7320	7582	14	14
Erwinia aphidicola	5293	8595	236	8192	8854	5	5
Erwinia beijingensis	7676	8382	44	8338	8425	2	2
Erwinia billingiae	5940	9332	678	8655	10010	2	2
Erwinia coffeiphila	4152	9719	187	9446	9975	4	4
Erwinia iniecta	8960	8997	1	8996	8998	2	2
Erwinia persicina	7751	10357	335	9881	10874	12	12
Erwinia pyrifoliae	7882	7894	12	7882	7907	2	2
Erwinia rhapontici	8089	10856	262	10498	11126	8	8
Erwinia toletana	9306	9448	33	9415	9481	2	2
Erwinia tracheiphila	8449	8545	96	8449	8641	2	2
Erwinia_B gerundensis	6043	8278	193	8157	8703	6	6
Erysipelothrix rhusiopathiae	3097	3616	69	3550	3731	4	4
Erythrobacter dokdonensis	5171	5185	0	5185	5185	2	2
Erythrobacter donghaensis_B	4947	6085	258	5775	6406	3	3
Erythrobacter ishigakiensis	5462	5464	2	5462	5465	2	2
Erythrobacter litoralis	5963	5966	2	5965	5968	2	2
Erythrobacter marinus	5309	5311	2	5309	5313	2	2
Erythrobacter ramosus	5830	5946	114	5832	6059	2	2
Erythrobacter sanguineus	4992	4995	3	4992	4998	2	2
Escherichia albertii	5083	9830	342	9087	10439	32	32
Escherichia fergusonii	6281	9772	256	9378	10167	6	6
Escherichia marmotae	6364	9595	364	8862	10446	50	50
Ethanoligenens harbinense	5345	5433	76	5351	5577	5	5
Eubacterium callanderi	6008	10019	247	9672	10515	18	18
Eubacterium limosum	6137	10044	313	9786	10501	5	5
Eubacterium maltosivorans	6176	9069	149	8838	9255	4	4
Eubacterium_B infirmum	2223	3194	61	3133	3255	2	2
Eubacterium_B sulci	2841	2847	0	2847	2847	2	2
Eubacterium_G ventriosum	2200	4655	209	4320	4975	13	13
Eubacterium_I ramulus	3823	6596	159	6397	6885	8	8
Eubacterium_Q ruminantium	5608	5665	33	5618	5689	3	3
Eubacterium_T pyruvativorans	4366	5724	117	5559	5815	3	3
Euzebyella marina	8320	8323	2	8321	8325	2	2
Evansella alkalicola	9428	9438	10	9428	9448	2	2
Evansella clarkii	6533	8552	314	8238	8867	2	2
Ewingella americana	5228	9643	207	9433	9900	5	5
Exiguobacterium aestuarii	2857	10261	274	9689	10608	7	7
Exiguobacterium antarcticum	7943	9858	440	9419	10298	2	2
Exiguobacterium aurantiacum	7424	10181	116	9995	10310	4	4
Exiguobacterium aurantiacum_A	2803	9961	335	9221	10402	17	17
Exiguobacterium chiriqhucha	7696	10704	148	10556	10851	2	2
Exiguobacterium marinum	6046	9548	158	9263	9815	10	10
Exiguobacterium mexicanum	3892	10221	308	9918	10684	16	16
Exiguobacterium profundum_A	3227	10449	383	9960	11538	26	26
Exiguobacterium undae	7682	10627	57	10570	10684	2	2
Exiguobacterium_A indicum	2744	11100	229	10736	11616	22	22
Exiguobacterium_A oxidotolerans	4304	10058	131	9846	10320	14	14
Exiguobacterium_A sibiricum	8468	10293	96	10197	10389	2	2
Extensimonas vulgaris	3839	3848	6	3839	3853	3	3
Extibacter hylemonae	7009	9880	144	9787	10175	7	7
Extibacter muris	5157	10575	665	9634	11045	3	3
Ezakiella coagulans	1737	3176	98	3051	3290	3	3
Fabibacter pacificus	3711	6113	50	6041	6173	7	7
Facklamia hominis	2898	4098	34	4063	4132	2	2
Facklamia lactis	3858	4368	6	4362	4373	2	2
Facklamia miroungae	3923	3930	5	3925	3935	2	2
Faecalibacillus faecis	2003	4356	103	4179	4541	14	14
Faecalibacillus intestinalis	2951	4844	315	4493	5257	3	3
Faecalibacillus spiroforme_A	5213	6320	70	6250	6389	2	2
Faecalibacterium avium	3599	5238	184	5055	5422	2	2
Faecalibacterium duncaniae	1405	5821	324	5278	6537	36	36
Faecalibacterium prausnitzii	1467	5918	258	5468	6427	45	45
Faecalibaculum rodentium	4124	6999	94	6860	7125	4	4
Faecalicoccus pleomorphus	1721	4018	100	3924	4225	6	6
Faecalimonas phoceensis	4021	6211	526	5510	6990	5	5
Faecalimonas umbilicata	2704	5488	291	4984	6139	13	13
Faecalitalea cylindroides	2014	3354	206	3148	3559	2	2
Falseniella ignava	2346	3408	104	3304	3513	2	2
Falsiroseomonas frigidaquae	9623	9624	2	9623	9626	2	2
Falsiruegeria mediterranea	12236	12771	81	12690	12852	2	2
Fannyhessea vaginae	1018	2396	34	2351	2442	4	4
Fastidiosibacter lacustris	3528	4126	6	4120	4131	2	2
Fenollaria massiliensis	1102	3110	105	2982	3300	5	5
Fermentimonas massiliensis	3217	3977	12	3960	3985	3	3
Ferrimicrobium acidiphilum	5975	6044	63	5981	6107	2	2
Ferrimonas balearica	2715	7137	76	7052	7247	8	8
Ferrimonas kyonanensis	7800	9721	252	9469	9973	2	2
Ferrimonas marina	7573	7582	0	7582	7582	2	2
Fervidobacterium changbaicum	2249	2659	10	2645	2668	3	3
Fervidobacterium nodosum	1440	1998	4	1994	2003	2	2
Fervidobacterium pennivorans	2042	2669	77	2592	2746	2	2
Fibrella algicola	8304	10646	256	10391	10902	2	2
Fibrobacter succinogenes	7277	7282	1	7281	7283	2	2
Fictibacillus barbaricus	7817	7842	19	7823	7861	2	2
Fictibacillus nanhaiensis_A	4212	7703	186	7346	7853	5	5
Fictibacillus phosphorivorans_A	5168	7422	172	7250	7593	2	2
Fictibacillus phosphorivorans_C	5551	7429	184	7245	7613	2	2
Fictibacillus_C enclensis	8193	9679	155	9569	9898	3	3
Filimonas lacunae	7504	7508	2	7505	7510	2	2
Filomicrobium insigne	7300	8266	115	8103	8347	3	3
Finegoldia magna	1003	2572	99	2423	2690	6	6
Fischerella muscicola	10968	10990	14	10976	11005	2	2
Fischerella thermalis	4550	8797	317	8567	9621	13	13
Flammeovirga kamogawensis	8206	8220	9	8208	8228	3	3
Flammeovirga yaeyamensis	5878	10314	78	10203	10371	3	3
Flaviflexus equikiangi	5416	6231	60	6146	6274	3	3
Flavimobilis marinus	3876	3878	0	3877	3878	2	2
Flavimobilis rhizosphaerae	2684	5272	8	5264	5280	2	2
Flavobacterium akiainvivens	5273	5274	1	5273	5275	2	2
Flavobacterium anhuiense	3136	6504	195	6244	6674	5	5
Flavobacterium aquatile	4330	4340	6	4332	4345	3	3
Flavobacterium aquidurense	6829	6832	2	6831	6834	2	2
Flavobacterium araucananum	7198	7280	73	7207	7353	2	2
Flavobacterium arcticum	3918	3924	6	3918	3931	2	2
Flavobacterium bernardetii	4070	4076	2	4074	4078	2	2
Flavobacterium bizetiae	3873	6985	91	6830	7062	4	4
Flavobacterium branchiophilum	2861	4734	81	4628	4813	5	5
Flavobacterium cauense	3948	3950	1	3949	3951	2	2
Flavobacterium cheniae	3303	3309	6	3303	3315	2	2
Flavobacterium chilense	7561	7656	94	7561	7750	2	2
Flavobacterium circumlabens	4150	7511	171	7340	7682	2	2
Flavobacterium columnare	3025	3716	69	3529	3863	39	39
Flavobacterium commune	3269	4766	39	4727	4805	2	2
Flavobacterium endophyticum	3909	5949	59	5890	6008	2	2
Flavobacterium enshiense	4731	4740	6	4734	4746	2	2
Flavobacterium flabelliforme	3023	4543	29	4512	4581	3	3
Flavobacterium flevense	5479	5499	13	5486	5512	2	2
Flavobacterium frigidimaris	7571	7579	4	7575	7583	2	2
Flavobacterium fryxellicola	5107	5114	3	5111	5117	2	2
Flavobacterium gawalongense	5071	5647	53	5599	5719	5	5
Flavobacterium geliluteum	3302	5731	63	5668	5794	2	2
Flavobacterium gilvum	6088	6106	10	6095	6116	2	2
Flavobacterium glaciei	4420	4422	2	4420	4424	2	2
Flavobacterium glycines	5025	5031	2	5029	5034	3	3
Flavobacterium granuli	5435	5438	0	5437	5438	2	2
Flavobacterium haoranii	3186	3190	2	3188	3192	2	2
Flavobacterium hibernum	6314	6395	31	6352	6424	3	3
Flavobacterium hiemivividum	2691	5346	40	5305	5386	2	2
Flavobacterium hydatis	7144	7162	0	7162	7163	2	2
Flavobacterium johnsoniae	3189	7176	327	6589	7421	5	5
Flavobacterium limi	7425	7436	8	7428	7444	2	2
Flavobacterium lindanitolerans	4288	6281	60	6237	6365	3	3
Flavobacterium muglaense	5871	5872	1	5871	5873	2	2
Flavobacterium noncentrifugens	7712	7718	2	7717	7720	2	2
Flavobacterium oncorhynchi	3367	5864	126	5738	5990	2	2
Flavobacterium panici	2967	6579	215	6341	6980	5	5
Flavobacterium pectinovorum	3969	6874	81	6814	6989	3	3
Flavobacterium petrolei	3313	5191	44	5147	5235	2	2
Flavobacterium piscis	4878	7501	33	7456	7536	3	3
Flavobacterium pokkalii	2993	4892	84	4808	4976	2	2
Flavobacterium psychrophilum	3003	3845	151	3499	4155	23	23
Flavobacterium ranwuense	4237	5548	78	5470	5626	2	2
Flavobacterium reichenbachii	6627	6678	46	6631	6724	2	2
Flavobacterium resistens	6319	6325	1	6324	6326	2	2
Flavobacterium rivuli	5200	5203	1	5202	5204	2	2
Flavobacterium saliperosum	3954	3961	6	3955	3967	2	2
Flavobacterium salmonis	3161	7413	253	7202	7768	3	3
Flavobacterium sediminilitoris	3603	4631	72	4559	4703	2	2
Flavobacterium sediminis	3737	4700	40	4660	4739	2	2
Flavobacterium subsaxonicum	3600	3614	12	3602	3625	2	2
Flavobacterium succinicans	3615	5061	13	5043	5072	3	3
Flavobacterium suncheonense	3743	3758	10	3748	3767	2	2
Flavobacterium tiangeerense	1914	4845	133	4675	5001	3	3
Flavobacterium tructae	3258	6743	222	6317	6897	5	5
Flavobacterium turcicum	2615	4443	68	4346	4491	3	3
Flavobacterium xanthum	3914	5402	172	5231	5574	2	2
Flavonifractor avicola	3644	6762	450	6312	7211	2	2
Flavonifractor plautii	5094	7418	434	6983	7852	2	2
Flexivirga endophytica	10328	10328	0	10328	10329	2	2
